#,Cadastral Code,X,Y,Name,Address,Property Owner,Land Use Purpose,Access into property,Parking space markings,Tenant Area (Sq.m),# of Tenant Parking,Public Area (Sq.m),# of Public Parking,Public parking price,Distance to Public Transport - Bus,Access to Public Transport - Bus,Distance to Public Transport Metro,Access to Public Transport Merto,Comment 
559,01.13.01.008.029,481350.5688,4625839.186,St. Michael Multiprofile Clinical Hospita nearby,"Givi Zhania St., N 9a","Joint Stock Company ""Clinics of Georgia""",Hospital & Medical,Yes,Unmarked,,,2236,86,Free,within 400m,Bad,beyond 800m,-,
560,01.13.01.010.079,481127.9056,4625495.887,Higher School of Justice,"Nodar Bokhua St., N 19",State,Education,Yes,Marked,,42,,,Free,within 400m,Good,beyond 800m,-,
561,01.13.01.010.077,481021.8348,4625444.916,National Bureau of Expertise of Levan Samkharauli,"Nodar Bokhua St., N 23",National Bureau of Forensic Expertise named after Levan Samkharauli State SSI,Government/Police,Yes,Marked,,28,,8,Free,within 400m,Good,beyond 800m,-,
562,01.13.01.010.055,480959.2869,4625445.036,National Bureau of Expertise of Levan Samkharauli,"Nodar Bokhua St., N 25",State,Government/Police,Yes,Marked,,30,,20,Free,within 400m,Good,beyond 800m,-,
563,01.13.01.010.085,480969.9183,4625525.946,National Enforcement Bureau of the Ministry of Justice of Georgia,"Davit Aghmashenebli alley, N 99",State,Government/Police,Yes,Marked,,170,,55,Free,within 400m,Good,beyond 800m,-,
564,01.13.01.015.128    01.13.01.015.127,481150,4625300,Ghudushauri clinic,"Nodar Bokhua St., N 12/Lubliana St., N 66","LLC ""National Medical Center named after Academician O. Ghudushauri""",Hotel & Casino,Yes,Unmarked,,,5200,200,Paid,within 400m,Good,beyond 800m,-,"The first 15 minutes of entry are free. Parking for 1 hour is 2 GEL, each additional hour is 1 GEL."
565,01.13.01.015.115,481094.037,4625147.799,Dynamo Academy," Lubliana St., N 62a","Joint Stock Company ""VTB Bank Georgia""",Entertainment & Recreation,Yes,Unmarked,1270,48,,,Free,within 400m,Good,beyond 800m,-,
566,01.13.01.018.425,481261.7835,4624927.623,warm house," Lubliana St., N 56","LLC ""Warm House""",Retail,Yes,Unmarked,,,676,26,Free,within 400m,Good,beyond 800m,-,
567,01.13.01.010.089,481250.2134,4625447.921,"T. Tsertsvadze Infectious Diseases, AIDS and Clinical Immunology Research Center"," Lubliana St., N 70",Joint-stock company Scientific-practical center of infectious pathology AIDS and clinical immunology,Hospital & Medical,Yes,Marked,,,,25,Free,within 400m,Bad,beyond 800m,-,10 above the ground and 15 underground parking
568,01.13.01.010.080,481101.609,4625424.028,Lidermed Clinic,"Nodar Bokhua St., N 21","LLC ""In Vitro Fertilization Center""",Hospital & Medical,Yes,Marked,,,,15,Free,within 400m,Bad,beyond 800m,-,
569,01.13.01.015.130,481240.7759,4625175.404,Tbilisi Heart and Vascular Clinic," Lubliana St., N 64","LLC ""Tbilisi Heart and Vascular Clinic""",Hospital & Medical,Yes,Unmarked,,,338,13,Free,within 400m,Bad,beyond 800m,-,
570,01.13.01.018.405,481270.0457,4624723.668,City Physio," Lubliana St., N 30","""Piano"" LLC",Hospital & Medical,Yes,Marked,,,,8,Free,within 400m,Bad,beyond 800m,-,
571,01.13.02.010.032,481421.6529,4624082.856,TV imedi," Lubliana St., N 56","""Georgian Media Production Group"" LLC",Other,Yes,Unmarked,6240,240,,,Free,within 400m,Bad,beyond 800m,-,
572,01.13.02.010.114,481525.5663,4624054.793,Georgian film,"Sandro Akhmeteli St., N 10a/Lubliana St., N 1","""Georgian Film-Real Estate"" LLC",Other,Yes,Unmarked,,,10400,400,Free,within 400m,Bad,beyond 800m,-,
573,01.10.13.001.029,481006.193,4620450.602,Bank of Georgia,"Heidar Alievi Bank., N 4","Joint Stock Company ""Bank of Georgia""",Commercial,Yes,Marked,,,,260,Free,within 400m,Bad,beyond 800m,-,
574,01.10.13.003.020,481173.0931,4620012.379,silk net,"Heidar Alievi Bank., N 7","Joint Stock Company ""Silknet""",Commercial,Yes,Marked,,51,,,Free,beyond 400m,-,beyond 800m,-,
575,01.10.13.003.049,481230.4981,4619905.974,McDonald's,"Gotua st., N 7","LLC ""T. and K. Restaurants""",Entertainment & Recreation,Yes,Marked,,,,22,Free,beyond 400m,-,beyond 800m,-,
576,01.10.13.016.021,481337.018,4619723.81,Lukoil,"Heidar Alievi Bank., N 11","""Lukoil Georgia"" LLC",Other,Yes,Unmarked,,,2288,88,Free,beyond 400m,-,beyond 800m,-,
577,01.72.14.034.170    01.72.14.034.188,,,Cesko,Village Dighomi,State,Government/Police,Yes,Marked,,115,,,Free,within 400m,Bad,beyond 800m,-,
578,01.72.14.034.182    01.72.14.034.526   01.72.14.034.600   01.72.14.034.240,480550,4625500,Security Police,"Levan Firtskheliani St., N 1","State LLC ""Asset Management and Development Company"".",Government/Police,Yes,Marked,,323,,,Free,within 400m,Bad,beyond 800m,-,
579,01.14.05.006.101,476056.8349,4619008.137,The surrounding area of ​​Magti,"Ana Politkovskaia St., N 11",Alex Aptsiauri,Other,Yes,Unmarked,,,1040,40,Paid,within 400m,Good,beyond 800m,-,5 GEL
580,01.14.05.006.044,476119.7787,4618823.743, Degusto,"Ana Politkovskaia St., N 7a",Eldar Mildian,Commercial,Yes,Marked,,33,,,Free,within 400m,Good,within 800m,Bad,
581,01.14.05.006.050    01.14.05.006.053   01.14.05.006.017,476075,4618875,The back of the mag,"Ana Politkovskaia St., N 13b","""Magticom"" LLC",Commercial,Yes,Marked,,,,30,Free,within 400m,Good,beyond 800m,-,
582,01.14.05.006.118,475867.3131,4618964.118,public broadcaster,"Ana Politkovskaia St., N 31","JSC ""Public Broadcaster""",Other,No,Unknown,N/A,N/A,N/A,N/A,Free,within 400m,Average,beyond 800m,-,
583,01.14.05.006.128,475848.4777,4618819.212,Near Geology Institute,"Ana Politkovskaia St., N 31a",Tbilisi Municipality,Education,Yes,Unmarked,,,572,22,Free,within 400m,Bad,beyond 800m,-,Municipal parking lot next to the Institute of Geology (01.14.05.006.117)
584,01.14.05.005.020,475653.323,4619157.27,Institute of Chemistry named after Rafiel Eristavi,"Mindeli st., N 9",State,Education,Yes,Marked,,70,,,Free,within 400m,Average,beyond 800m,-,
585,01.14.01.008.002,475818.138,4619292.453,Ilya Vekua Institute of Physics and Mathematics of Sukhumi,"Mindeli st., N 7, (area 08/002)",State,Education,Yes,Marked,2600,121,,,Free,within 400m,Good,beyond 800m,-,
586,01.14.05.006.139,476089.4385,4619082.356,Rustavi 2,"Sandro Euli st., N 5a, (area 06/056)","Broadcasting Company ""Rustavi 2"" LLC",Other,No,Unmarked,3900,150,,,Free,within 400m,Bad,within 800m,Bad,
587,01.14.05.007.159,476393.8449,4619180.1,Tatishvili Clinic,"Sandro Euli st., N 7","LLC ""Al-G""",Hospital & Medical,Yes,Marked,,,182,16,Free,within 400m,Bad,within 800m,Bad,
588,01.14.05.007.223,476320.9876,4619139.823,Inova,"Zurab Anjafaridze st., turn II, N 6.",Inova Ltd,Hospital & Medical,Yes,Marked,,,,34,Paid,within 400m,Bad,within 800m,Bad,"15 minutes free, the first 1 hour is 2 GEL, each next hour is 1 GEL."
589,01.14.05.007.218,476348.5328,4619084.705,Tetris,"Zurab Anjafaridze st., turn I, N 3","Apartment unit owners
LLC ""Tetris""",Mixed-use,Yes,Marked,,,,138,Paid,within 400m,Good,within 800m,Good,"Entrance 3 GEL, each next 1 GEL."
590,01.14.05.007.005,476436.943,4618915.162,Energy Pro,"Zurab Anjafaridze st., N 19","Joint Stock Company ""Energo-Pro Georgia""",Commercial,Yes,Marked,,68,,,Free,within 400m,Good,within 800m,Good,
591,01.14.05.007.723,476485.1291,4618821.966,Opposite the TV of the Patriarchate,"Nearby Zurab Anjafaridze st., N 20.",State,Other,Yes,Marked,,22,,,Free,within 400m,Good,within 800m,Good,It is closed with a barrier and is used by the TV of the Patriarchate
592,01.14.05.007.211,476378.086,4618854.018,near by to Energy Pro,"Zurab Anjafaridze st.,  N 22",Sandro Euli Ltd,Mixed-use,Yes,Unmarked,,,650,25,Free,within 400m,Bad,within 800m,Bad,
593,01.14.05.008.330   01.14.05.008.273,476210,4618630,Multidisciplinary clinic Consilium Medula,"Ana Politkovskaia St., N 6g","LLC ""Multi-Profile Clinic Consilium Medula""",Hospital & Medical,Yes,Unmarked,,,676,23,Free,within 400m,Good,within 800m,Bad,
594,01.14.05.008.184,476146.143,4618665.781,Traffic science,"Ana Politkovskaia St., N 8b",State,Government/Police,Yes,Unmarked,910,35,,,Free,within 400m,Good,within 800m,Bad,
595,01.14.05.008.075,476147.5171,4618721.098,Moto garage backyard,"Ana Politkovskaia St., N 8b",State,Service industry,Yes,Unmarked,,,1820,70,Free,within 400m,Good,within 800m,Bad,
596,01.14.05.008.217,475991.3033,4618761.233,Tbc training center,"Ana Politkovskaia St., N 14a","LLC ""Ten""",Commercial,Yes,Marked,,15,,,Free,within 400m,Good,beyond 800m,-,
597,01.14.05.008.030,476503.8287,4618611.166,Smart,"Zurab Anjafaridze st., N 35","Emzar army
Irine Shavladze
Mariam Sara Lashkhi",Other,Yes,Marked,,,,4,Free,within 400m,Bad,within 800m,Bad,Only for customers
598,01.14.06.006.102,476619.856,4618476.556,Agro Hub,"University Street, N 39","""Elite Invest"" LLC",Mixed-use,Yes,Marked,,102,,67,Paid,within 400m,Good,within 800m,Bad,"15 minutes free, in case of 25L purchase 90 minutes free. Every next hour 3 l. 00:00-09:00 1 hour 1 l."
599,01.14.06.006.133,476785.5411,4618350.566,TSU 11,"University Street, (area 06/020)",SSI Ivane Javakhishvili Tbilisi State University,Education,Yes,Unmarked,,,1378,53,Free,within 400m,Good,beyond 800m,-,"Parking is irregular. Many cars are parked in the green lane, which are not included in the total"
600,01.14.06.006.116,477245.6591,4618220.93,TSU library,"University Street, (area 06/020)","Ivane Javakhishvili Tbilisi State University, ""Asset Management and Development Company"" LLC  ",Education,Yes,Unmarked,,,2210,85,Free,within 400m,Good,beyond 800m,-,
601,01.14.06.008.017,478427.4922,4618529.292,Arena 2,"University Street, N 6, ( area 08/017)","LLC ""Arena"" LLC ""Hausart Arena""",Entertainment & Recreation,Yes,Unmarked,,,728,28,Free,within 400m,Good,beyond 800m,-,
602,01.14.06.008.024,478525.8487,4618545.759,Arena,"University Street, N 8","LLC ""Arena"" LLC ""Hausart Arena""",Entertainment & Recreation,Yes,Marked,,,757,56,Paid,within 400m,Good,beyond 800m,-,Only for customers
603,01.14.06.008.146,477953.3508,4618445.835,Mercedes center,"University Street, N 6","LLC ""Aka""",Service industry,Yes,Unmarked,,,3250,125,Free,within 400m,Good,beyond 800m,-,
604,01.14.06.008.378,478023.8867,4618452.416,Volvo Center,"University Street, N 6 , (area N8/65)",Tegeta-Motors LLC,Service industry,Yes,Marked,,,,50,Free,within 400m,Good,beyond 800m,-,
605,01.14.06.008.136,478082.6603,4618459.313,Toyota Center,"University Street, N 6 , (area N8/53)","""Sport-Business"" LLC ""Toyota Center Tegeta"" LLC",Service industry,Yes,Marked,,,,50,Free,within 400m,Good,beyond 800m,-,
606,01.14.06.008.027,478290.54,4618555.669,Greenway,"University Street, N 6",JSC Greenway Georgia,Service industry,Yes,Marked,,,,15,Free,within 400m,Good,beyond 800m,-,
607,01.14.06.008.351,478651.5933,4618654.585,Financial police nearby,"University Street, N 2, (area 08/081)",State,Other,Yes,Marked,,,,50,Free,within 400m,Good,beyond 800m,-,
608,01.14.06.008.021,478613.8742,4618571.302,Financial police,"University Street, N 2, (area 08/021)",State,Government/Police,No,Marked,,67,,,Free,within 400m,Good,beyond 800m,-,
609,01.14.14.005.248    01.14.14.005.156,481370,4617800,Octopus,"Chabua Amirejibi Highway, N 2","LLC ""Gamma""",Mixed-use,Yes,Marked,,,,140,Paid,beyond 400m,-,beyond 800m,-,Parking in the territory is transferred to the cadastre owned by the municipality (01.14.14.005.156). The building has an underground parking which is locked and we could not physically enter it.
610,01.14.14.005.300,480699.9809,4617924.158,Police,"Nino Ramishvili St., N 39",State,Government/Police,Yes,Marked,,50,,,Free,beyond 400m,-,beyond 800m,-,
611,01.14.04.030.044,477362.6855,4618516.142,Palace of Sports,"University Street, N 15a","LLC ""Sportmshenservice""",Entertainment & Recreation,Yes,Marked,,,,200,Free,within 400m,Bad,beyond 800m,-,
612,01.14.14.005.233,480518.9736,4617945.199,Tennis courts,"Nino Ramishvili St., N 20",State,Entertainment & Recreation,Yes,Marked,,,,50,Free,beyond 400m,-,beyond 800m,-,
613,01.14.14.004.050,480203.5806,4617777.469,9th hospital,"Ilia Chavchavadze avenue, N 29-31-33, (area 04/022)","LLC ""University Clinic named after S. Khechinashvili"".",Hospital & Medical,Yes,Marked,,25,,64,Paid,within 400m,Bad,beyond 800m,-,"Entrance 3 GEL, each next hour 1 GEL"
614,01.18.03.046.038,483983.8544,4615629.939,Adjacent to Shangri-La,"Between the right bank of the Mtkvari and Erekle II Turn, ( area 46/038 )",Tbilisi Municipality,Hotel & Casino,Yes,Marked,,,,16,Paid,within 400m,Good,beyond 800m,-,man is standing and collecting parking fee. Fee is unknowen
615,01.18.03.046.039,483983.8088,4615657.209,Adjacent to Shangri-La,"Between the right bank of the Mtkvari and Erekle II Turn, (area 46/039)",Tbilisi Municipality,Hotel & Casino,Yes,Unmarked,,,156,6,Paid,within 400m,Good,beyond 800m,-,man is standing and collecting parking fee. Fee is unknowen
616,01.18.03.015.046 01.18.03.015.047,483970,4616010,in front of Ambassador Hotel,"City Tbilisi, on the right bank of the Mtkvari River, near the ""Ambassador"" hotel",Tbilisi Municipality,Hotel & Casino,Yes,Unmarked,,,806,31,Free,within 400m,Average,beyond 800m,-,
617,01.13.02.008.199,481992.3775,4625001.857,Chevrolet service center,"Nearby Beliashvili st.,  N 123a",Tbilisi Municipality,Service industry,Yes,Unmarked,,,1040,40,Free,within 400m,Bad,beyond 800m,-,
618,01.13.02.003.120,481907.9568,4625074.771,Swiss capital,"Beliashvili st., nearby area in front of Mion.","""Bel"" Ltd.",Service industry,Yes,Unmarked,,,1976,76,Free,within 400m,Bad,beyond 800m,-,
619,01.13.02.004.086 01.13.02.004.087,481750,4625350,Adjacent to Ultra,"Nodar Bokhua St., N 4","""Electronic Technologies"" LLC",Commercial,Yes,Marked,,,,150,Paid,within 400m,Good,beyond 800m,-,The first one hour is free. Two hours 2  GEL the next hour 1 GEL from 10:00 to 24 hours 10 GEL from 19:00 to 9:00 AM 3 GEL
620,01.13.02.004.029,481734.7699,4625293.585,Near by Mioni Center,"Nodar Bokhua St., N 6","Gela Drezidze, Davit Katashvili, Dali Tevzadze,Vladimir Sturua
Zurab Katashvili, Teymuraz is a scandal
Irakli Koberidze
Irakli Ghachava
Lali Kavtaradze
Levan Tevdorashvili
Malkhaz Zaalishvili
Samvel Agikian
Ketevan Gujabidze
Ultra+ Ltd",Commercial,Yes,Unmarked,,,310,62,Free,within 400m,Good,beyond 800m,-,Parking is calculated by meter (parallel parking)
621,01.11.12.018.840,484356.6425,4626436.562,Next to the gas outlet,"T. Sheshelidze St, No. 114",Gogi Bolkvadze,Other,Yes,Unmarked,,,390,15,Free,within 400m,Good,within 800m,Good,
622,01.10.06.011.098,480589.3016,4626379.226,goodwill,"King Farnavaz avenue, N 1-N 1a","""Autograph Mall"" Ltd.",Commercial,Yes,Marked,,,,170,Free,within 400m,Good,beyond 800m,-,
623,01.13.07.022.095,482868.9266,4619007.611,Tbilisi Transport Company,"Giorgi Cabadze St., N 17a","State
Tea Giorgadze
Teymuraz Grigolia
LSI self-governing city, Tbilisi municipality
LLC ""Asset Management and Development Company""",Government/Police,Yes,Marked,,43,,,Free,within 400m,Good,within 800m,Good,
624,01.10.15.007.149,479864.8204,4619487.164,Zonal parking lot A1128,"Nearby Vazha Pshavela Avenue, N 29,  (area 07/114)",Tbilisi Municipality,Other,Yes,Marked,,,,22,Paid,within 400m,Good,within 800m,Good,Zonal parking lot A1128
625,01.10.15.007.153,479871.9686,4619480.521,Zonal parking lot A1128,"Nearby Vazha Pshavela Avenue, N 29.",Tbilisi Municipality,Other,Yes,Marked,,,,20,Paid,within 400m,Good,within 800m,Good,Zonal parking lot A1128
626,01.17.13.045.217,485922.5524,4614872.006,near Dolabauri Square,Bochorma st. N25,"""Avlabari Development"" LLC",Other,Yes,Unmarked,,,2340,90,Free,within 400m,Good,within 800m,Good,(vacant)
627,01.16.01.020.019,483260.6002,4617936.807,Adjacent to Silknet,"Tsinamdzghvrishvili st., N 93/95","JSC ""Silknet"" JSC ""Your House"" LLC ""Eureka TV and Radio Company""",Mixed-use,Yes,Unmarked,,,650,25,Free,within 400m,Good,within 800m,Bad,This area is not registered.
628,01.17.01.005.007,484744.1549,4616223.383,The entrance to the Armenian cemetery,"Samreklo St., N 19","LLC ""Patriarchy of Georgia""",Other,Yes,Unmarked,,,1742,67,Free,beyond 400m,-,beyond 800m,-,
629,01.15.03.018.005,482111.2992,4617397.245,Chachava Clinic,"Merab kostava St., N 38","Joint Stock Company ""Chachava Clinic""",Hospital & Medical,Yes,Unmarked,,,780,30,Free,within 400m,Good,within 800m,Good,
630,01.15.02.002.022,481647.728,4617460.186,Zonal parking lot A255,"Nearby Tea House, (area 2/22)",Tbilisi Municipality,Other,Yes,Marked,,,,20,Paid,within 400m,Good,beyond 800m,-,Zonal parking lot A255
631,01.15.02.002.022,481647.728,4617460.186,Zonal parking lot A256,"Nearby Tea House, (area 2/22)",Tbilisi Municipality,Other,Yes,Marked,,,,3,Paid,within 400m,Good,beyond 800m,-,Zonal parking lot A256
632,01.15.02.002.022,481647.728,4617460.186,Zonal parking lot A257,"Nearby Tea House, (area 2/22)",Tbilisi Municipality,Other,Yes,Marked,,,,6,Paid,within 400m,Good,beyond 800m,-,Zonal parking lot A257
633,01.15.02.002.022,481647.728,4617460.186,Zonal parking lot A258,"Nearby Tea House, (area 2/22)",Tbilisi Municipality,Other,Yes,Marked,,,,10,Paid,within 400m,Good,beyond 800m,-,Zonal parking lot A258
634,01.10.13.031.006,481432.7844,4618766.882,Shopping center TC,"Merab kostava St., N 70 / Pekini Avenue, N 5.",State,Commercial,Yes,Marked,,,,125,Paid,within 400m,Good,within 800m,Good,9-21 hours 1 hour 2 GEL. 3 GEL for 12 hours until 9:00 p.m.
635,01.13.05.002.072   01.13.05.002.111,481340,4621130,Citadel,"Rafiel Agladze St., N 69","LLC ""Citadel""",Commercial,Yes,Marked,,,,24,Free,beyond 400m,-,beyond 800m,-,
636,01.13.05.005.053,481748.2955,4620250.753,In front of Taha Plaza,"Rafiel Agladze St., N 31",Imeda Kakhian,Service industry,Yes,Unmarked,,,1300,50,Paid,beyond 400m,-,beyond 800m,-,"Day time 5 GEL, 24 hours 10 GEL"
637,01.13.05.005.064  01.13.05.005.054,481700,4620290,In front of Taha Plaza,"Rafiel Agladze St., N 35","""Babu"" LLC",Service industry,Yes,Unmarked,,,2990,115,Paid,beyond 400m,-,beyond 800m,-,"Day time 5 GEL, 24 hours 10 GEL"
638,01.13.01.022.245,480893.0772,4624159.184,Navne,"Davit Aghmashenebli alley, N 39","Joint Stock Company ""Nikora""",Commercial,Yes,Unmarked,,,390,15,Free,within 400m,Bad,beyond 800m,-,
639,01.13.01.022.236,480841.4392,4624165.186,in front of Navne,"Nearby Davit Aghmashenebli alley,","LLC ""Asset Management and Development Company""",Other,Yes,Unmarked,,,533,20,Free,within 400m,Bad,beyond 800m,-,
640,01.13.03.010.228,481751.5623,4623045.974,Tumbo,"Akaki Beliashvili St., N 23.","""Iceland"" LLC",Retail,Yes,Unmarked,,,208,8,Free,within 400m,Good,beyond 800m,-,
641,01.13.01.019.054,480852.337,4624669.996,Savse,"Davit Aghmashenebli alley, N 63","""Giorgi 2014"" LLC",Retail,Yes,Unmarked,,,780,36,Free,within 400m,Bad,beyond 800m,-,
642,01.13.01.018.380,480855.5147,4624786.342,McDonald's,"Davit Aghmashenebli alley, N 69","""T and K Restaurants"" LLC",Entertainment & Recreation,Yes,Marked,,,,25,Free,within 400m,Bad,beyond 800m,-,
643,01.13.01.018.714   01.13.01.018.709,480860,4624850,ideal,"Davit Aghmashenebli alley, N 71","""Demas"" LLC",Retail,Yes,Marked,,,,40,Free,within 400m,Bad,beyond 800m,-,
644,01.13.01.018.369,480816.5978,4624903.674,front of the ideal shop,,Tbilisi Municipality,Retail,Yes,Unmarked,,,296,11,Free,within 400m,Bad,beyond 800m,-,
645,01.10.07.007.013,479049.2388,4626864.854,In front of the bus parking lot,"Demetre Tavdadebuli St., N 36","LLC ""Tbilisi Transport Company""",Other,Yes,Marked,,,,120,Free,within 400m,Good,beyond 800m,-,
646,01.10.06.022.004  01.10.06.022.005,479410,4627150,National Bureau of Enforcement,"Demetre Tavdadebuli St., N 32",State,Government/Police,Yes,Marked,,,,132,Free,within 400m,Bad,beyond 800m,-,
647,01.10.08.005.133,478202.8484,4626691.872,Georgian Packaging,"King Archili St., N 1","""Georgian Packaging"" LLC",Service,Yes,Marked,,,,40,Free,within 400m,Good,beyond 800m,-,
648,01.10.08.005.075,478452.5305,4626226.723,Diesel engine,"King Miriani St., N 83","Teimuraz Tskhomariya,
Zhana Tskhomariya",Commercial,Yes,Unmarked,,,728,28,Free,within 400m,Good,beyond 800m,-,
649,01.10.08.006.066,478716.0467,4626211.733,magnet,"King Miriani St., N 71","LLC ""Rehabilitation""",Mixed-use,Yes,Marked,,,,10,Free,within 400m,Good,beyond 800m,-,
650,01.10.08.005.108,478902.2667,4626213.392,Near the Bank of Georgia,"Nearby King Miriani St., N 55.","LSI self-governing city, Tbilisi municipality",Service,Yes,Unmarked,,,156,6,Free,within 400m,Good,beyond 800m,-,
651,01.72.14.034.416,480674.2645,4625855.798,Dio,"Village Dighomi, Farsadani St., N 3.","""Dio"" LLC",Commercial,Yes,Marked,,,,19,Free,within 400m,Good,beyond 800m,-,
652,01.72.14.034.434,480622.5915,4625856.657,Beko,"Village Dighomi, Farsadani St., N 5.","""Technohouse"" LLC",Commercial,Yes,Marked,,,,22,Free,within 400m,Good,beyond 800m,-,
653,01.72.14.034.723,480570.9054,4625857.45,Midea,"Village Dighomi, Farsadani St.,  N 7.",Kakha Gabrichidze,Commercial,Yes,Marked,,,,35,Free,within 400m,Good,beyond 800m,-,
654,01.72.14.055.044,480749.5175,4625628.091,Greenway,"Davit Aghmashenebeli alley, N 164","Joint Stock Company ""Greenway Georgia""",Service,Yes,Marked,,,,8,Free,within 400m,Good,beyond 800m,-,
655,01.72.14.055.045,480745.6807,4625570.115,Lexus Tbilisi,"Davit Aghmashenebeli alley, N 160","LLC ""LT""",Service industry,Yes,Marked,,,,45,Free,within 400m,Good,beyond 800m,-,
656,01.72.14.013.670,481150.7451,4626582.458,Tegeta Motors,"Davit Aghmashenebeli alley, N 137a",Tegeta Motors LLC,Service industry,Yes,Marked,,,,316,Free,within 400m,Bad,beyond 800m,-,
657,01.72.14.013.442,481038.3934,4626469.355,Tegeta Motors,"Davit Aghmashenebeli alley, N 129",Tegeta Motors LLC,Service industry,Yes,Marked,,,,275,Free,within 400m,Bad,beyond 800m,-,"Parking is divided into two parts. 75 is on the side of the road, 200 at the back yard."
658,01.72.14.013.841,481014.7321,4626620.451,Zeekr Georgia,"Davit Aghmashenebeli alley, N 137a","LLC ""Electron""",Service industry,Yes,Unmarked,,,6630,255,Free,within 400m,Bad,beyond 800m,-,
659,01.72.14.013.046  01.72.14.013.047,481025,4626275,Behind Elgro Motors,"John (Malkhaz) Shalikashvili St., N 4z","LLC ""International Corporation Ai Si Ar""",Other,Yes,Marked,,,,57,Free,within 400m,Bad,beyond 800m,-,
660,01.72.14.035.616,480041.2436,4626106.201,Hope Clinic,"Village Dighomi, Vepkhistkaosani St., N 38","LLC ""Imedi Clinic""",Hotel & Casino,Yes,Marked,,,,20,Free,within 400m,Bad,beyond 800m,-,
661,01.72.14.035.932,480028.1486,4626148.284,in front of Imedi Clinic,"Village Dighomi, Big dighomi.","LLC ""Ellis""",Other,Yes,Unmarked,,,1200,46,Free,within 400m,Bad,beyond 800m,-,(vacant)
662,01.10.09.002.003,480753.9625,4625727.854,Restaurant Fortuna,"Davit Aghmashenebeli alley, N 170","Nunu Grigalashvili, Onise Grigalashvili, Paata Chipashvili",Entertainment & Recreation,Yes,Unmarked,,,520,20,Free,within 400m,Good,beyond 800m,-,
663,01.72.14.034.551,480721.6348,4623362.499,Belux,"Davit Aghmashenebeli alley, N 2","Teimuraz Dolidze, Mamuka Dolidze",Retail,Yes,Marked,,,,35,Free,within 400m,Bad,beyond 800m,-,Underground parking is 25 and above ground 10.
664,01.72.14.034.833,480706.6754,4623313.025,Belux,"Marshal Gelovani Avenue, N 74",Teimuraz Dolidze,Retail,Yes,Marked,,,,8,Free,within 400m,Bad,beyond 800m,-,
665,01.72.14.032.447,480423.3546,4624524.159,Flower shop,"Village Dighomi, Rostevani St., N 57",Avtandil Kobauri,Mixed-use,Yes,Unmarked,,,870,33,Paid,within 400m,Bad,beyond 800m,-,3 GEL
666,01.11.03.008.103,483110.6545,4629239.898,All-pi metal,"Libani St., N 6g","LLC ""All-Pi Real Estate""",Retail,Yes,Unmarked,,,640,24,Free,within 400m,Good,beyond 800m,-,
667,01.10.14.013.044,480771.475,4619373.042,Saburtalo business center,Pekini Avenue N 34/Aleksandre Kazbegi Avenue N 2a,"LLC ""Business Center Saburtalo""",Mixed-use,Yes,Marked,,,,65,Free,within 400m,Good,within 800m,Average,
668,01.14.03.042.126,478549.764,4618707.218,Cure,"Otar Lortkifanidze St., N 31","Joint Stock Company ""Curacio""",Hospital & Medical,Yes,Marked,,,,45,Free,within 400m,Good,beyond 800m,-,
669,01.14.01.007.214,476484.1944,4619675.517,Jordan Medical Center,"Ermile Bedia St., N 33","LLC ""Development Center""",Hospital & Medical,Yes,Marked,,,,80,Free,within 400m,Good,beyond 800m,-,
670,01.14.03.038.071  01.14.03.038.067,,,City Mall,"Petre Kavtaradze St., N 1","""IG Development Georgia"" LLC",Commercial,Yes,Marked,,,,850,Paid,within 400m,Good,within 800m,Average,"First 15 minutes free. One hour or less 1 GEL and each next hour 2 GEL. 12 hours 40 GEL and after 12 hours of parking, each next hour 5 GEL."
671,01.10.14.015.025,480039.6065,4619240.235,City Service of Transport,"Mitskevichi st., N 29-29a, (area N15/25)","Aya Panjikidze, Giorgi Drezheshvili, Nora Drezheshvili, Municipality of the city of Tbilisi, LLC ""Medproject""",Government/Police,Yes,Marked,,25,,,Free,within 400m,Good,within 800m,Bad,
672,01.10.14.015.038,480092.5897,4619279.297,Maternal and Child Health Center,"Aleksandre kazbegi avenue, N 14b","LLC ""Mother and Child Health Center""",Hospital & Medical,Yes,Unmarked,542,20,,,Free,within 400m,Good,within 800m,Bad,
673,01.10.14.015.047,480322.2068,4619326.062,Ministry of Regional Development and Infrastructure of Georgia,"Aleksandre kazbegi Avenue, N 12","Anna Khmiadashvili, Tamar Khmiadashvili, Salome Khmiadashvili, Ketevan Khmiadashvili, State
Joint Stock Company S.S. TBC Bank
""Idilia"" LLC
LLC ""Asset Management and Development Company""
Spektri LLC ",Government/Police,No,Marked,,25,,,Free,within 400m,Good,within 800m,Good,
674,01.72.14.034.180,480737.2791,4625497.131,Restaurant La Grande,"Davit Aghmashenebeli alley, N 154","""Lakada"" LLC",Entertainment & Recreation,Yes,Unmarked,,,1006,38,Free,within 400m,Bad,beyond 800m,-,
675,01.72.14.034.467,480740.4817,4625448.076,Mazda Center,"Davit Aghmashenebeli alley, N 152","LLC ""Ifkli""",Service industry,Yes,Unmarked,,,764,29,Free,within 400m,Bad,beyond 800m,-,
676,01.72.14.034.596,480728.813,4625271.675,NewDesign Trade Center,"Davit Aghmashenebeli alley, N 128","""Giorgi-2004"" LLC",Retail,Yes,Marked,,,,12,Free,within 400m,Bad,beyond 800m,-,
